source_row_id,date,invoice_id,item_number,description,reason
44465,2016-03-05,49252.0,Miscellaneous,Uphostry,category unknown
44472,2016-03-07,49256.0,Miscellaneous,1.5 meters of Noosa MElon,category unknown
44473,2016-03-07,49256.0,Miscellaneous,2 meters of persimon for top panels and sides ,category unknown
44484,2016-03-07,49263.0,Miscellaneous,"197.5*43  2""HD with dac",category unknown
44485,2016-03-07,49263.0,Miscellaneous,"121*43 2""HD with dac",category unknown
44490,2016-03-08,49264.0,Meters,Meters Bells Beach Ocean,category unknown
44492,2016-03-08,49264.0,Meters,Meters Dickson Orchestra 8396-120 Souris,category unknown
44507,2016-03-08,49268.0,Miscellaneous,8 meters of Gyro Sunshine for backs,category unknown
44508,2016-03-08,49268.0,Miscellaneous,5 x scatters 25 x 45 long not too tightly filled ,category unknown
44514,2016-03-09,49270.0,Cutting Fee,Cutting Fee,category unknown
44516,2016-03-09,49271.0,IT 60 Edge Purple,Interlock 60 Edge Purple,category unknown
44519,2016-03-09,49273.0,Miscellaneous,Miscellaneous,category unknown
44523,2016-03-09,49276.0,Miscellaneous,2 x White bali chairs,category unknown
44525,2016-03-09,49277.0,Miscellaneous,IT pack of 6 ,category unknown
44533,2016-03-10,49283.0,Cutting Fee,Cutting Fee,category unknown
44548,2016-03-11,49293.0,Meters,Meters Zepel Copacobanna Shadow,category unknown
44562,2016-03-12,49247.0,Miscellaneous,7 metes of SDickson Vanilla orc 6610 120 ,category unknown
44566,2016-03-12,49248.0,Miscellaneous,10 meters of lomani Ocean,category unknown
44587,2016-03-15,49311.0,MD4premium,please cut down  to 1280 x 1840  ,category unknown
44593,2016-03-15,49315.0,Miscellaneous,cutting charge for 2 hours ,category unknown
44597,2016-03-16,49302.0,Miscellaneous,4.5 meter of Tumeric Augustus,category unknown
44598,2016-03-16,49302.0,Miscellaneous,5 meters of Eggplant Augustus,category unknown
44599,2016-03-16,49302.0,Miscellaneous,5 meters of fuscia Augustus,category unknown
44603,2016-03-16,49319.0,MD3,27*25*132,category unknown
44610,2016-03-16,49322.0,Miscellaneous,1mtr kona cloud ,category unknown
44625,2016-03-17,49330.0,Miscellaneous,4.5 xPaintbox HP Vinyl Terracotta,category unknown
44629,2016-03-17,49331.0,Miscellaneous,7 meters of Zepel Flat out Era Colour Jungle,category unknown
44631,2016-03-17,49333.0,Miscellaneous,93.5cm x 64.5cm x 5cm md,category unknown
44636,2016-03-17,49336.0,Miscellaneous,half hour ,category unknown
44644,2016-03-18,49340.0,Cutting Fee,Cutting Fee,category unknown
44648,2016-03-18,49343.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
44660,2016-03-18,49352.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
44668,2016-03-19,49357.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
44683,2016-03-19,49366.0,EM,Exercise Mat,category unknown
44686,2016-03-21,49368.0,Miscellaneous,"5""MD 2 pieces cut to shape/size",category unknown
44692,2016-03-21,49374.0,Miscellaneous,1 meter of Aztec Zepel Muralla Storm,category unknown
44697,2016-03-21,49376.0,Miscellaneous,Miscellaneous,category unknown
44717,2016-03-22,49386.0,Miscellaneous,60 x 60 x 2 scatter inserts,category unknown
44718,2016-03-22,49386.0,Miscellaneous,7 x 50 x 50 scatter inserts,category unknown
44729,2016-03-22,49391.0,Miscellaneous,3 x small scatters as per samples ,category unknown
44730,2016-03-22,49391.0,Miscellaneous,2 x bigger scatter as per samples ,category unknown
44731,2016-03-22,49391.0,Miscellaneous,2 x seat cushions as per samples shaped ,category unknown
44732,2016-03-22,49391.0,Miscellaneous,1 x scatter insert to be made as per sample,category unknown
44733,2016-03-22,49391.0,Miscellaneous,5 meters of Noosa Stone for 3 seats ,category unknown
44734,2016-03-22,49391.0,Miscellaneous,3 meters of Noosa Lobster for 2 x 50 x 50 scatters and 3 x 40 x 40 scatters ,category unknown
44750,2016-03-23,49401.0,Miscellaneous,dac,category unknown
44753,2016-03-23,49401.0,Miscellaneous,dlivery to Marrickfille,category unknown
44755,2016-03-23,49403.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
44761,2016-03-24,49407.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion made to fit cushion provided ( cream back cushion),category unknown
44768,2016-03-24,49409.0,Miscellaneous,"52 x 62 x 6"" HD",category unknown
44769,2016-03-24,49409.0,Miscellaneous,"40 x 42 x 2"" MD",category unknown
44770,2016-03-24,49409.0,Miscellaneous,dacton 1 meter,category unknown
44771,2016-03-24,49410.0,Miscellaneous,cases for guitars,category unknown
44772,2016-03-24,49411.0,Miscellaneous,1 x EVA 75 - 6mm,category unknown
44777,2016-03-24,49415.0,Invoice,Invoice equalization,category unknown
44783,2016-03-24,49419.0,EM,Exercise Mat,category unknown
44785,2016-03-24,49419.0,3M,Contact Adhesive,category unknown
44793,2016-03-26,49424.0,Miscellaneous,Glue,category unknown
44794,2016-03-26,49425.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
44796,2016-03-26,49427.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
44797,2016-03-26,49428.0,EM,Exercise Mat,category unknown
44804,2016-03-29,49434.0,Miscellaneous,2 x crumbed bean bags 5 kilo bags,category unknown
44809,2016-03-29,49436.0,Miscellaneous,5 meters of ORC 8556 - 120 Marine,category unknown
44815,2016-03-29,49436.0,Miscellaneous,4 meters of lomani Sand ,category unknown
44821,2016-03-30,49440.0,Miscellaneous,"2 x 2"" HD 5200 x 750 ",category unknown
44829,2016-03-30,49443.0,Miscellaneous,"1 x 4"" HD 1200 x 500 ",category unknown
44839,2016-03-30,49448.0,Miscellaneous,Hourly Rate,category unknown
44840,2016-03-30,49449.0,Miscellaneous,18mm Charcoal,category unknown
44846,2016-04-01,49455.0,EM,Exercise Mat,category unknown
44858,2016-04-02,49465.0,Miscellaneous,8.5 metersr of noosa pebble,category unknown
44861,2016-04-02,49467.0,Miscellaneous,Mark custom case,category unknown
44864,2016-04-02,49469.0,Miscellaneous,Warick globe Nougat 3mtrs,category unknown
44865,2016-04-02,49470.0,Miscellaneous,"4""HD & 3""MD 2 pieces cut to size 55*64 .. 55*60",category unknown
44875,2016-04-04,49478.0,IT 60 Edge Purple,Interlock 60 Edge Purple,category unknown
44883,2016-04-05,49487.0,Miscellaneous,sonex in 25mm thick ,category unknown
44885,2016-04-05,49489.0,Miscellaneous,4 x 80 x 80 inserts ,category unknown
44887,2016-04-05,49489.0,Miscellaneous,3.5 meters of inside out prisma brick,category unknown
44888,2016-04-05,49489.0,Miscellaneous,3.5 meters of inside out outlet topaz ,category unknown
44906,2016-04-06,49497.0,Miscellaneous,1 x PE60 in 10mm thick ,category unknown
44916,2016-04-07,49503.0,Miscellaneous,"6"" hd shaped ",category unknown
44919,2016-04-07,49504.0,Miscellaneous,3 x50 x 50 scatter in kona calippo,category unknown
44920,2016-04-07,49504.0,Scatter Cushion 45 x 45cm,45 x 45cm Scatter cushion,category unknown
44928,2016-04-08,49482.0,3M,Contact Adhesive,category unknown
44943,2016-04-08,49515.0,Miscellaneous,25X25MM Backing rods,category unknown
44948,2016-04-09,49520.0,Miscellaneous,"2"" Dryfloy cut 50*50 x8",category unknown
44954,2016-04-09,49522.0,Miscellaneous,Sofa set,category unknown
44955,2016-04-09,49587.0,Miscellaneous,"2""Dryflow 2 pieces cut to 200*70",category unknown
44965,2016-04-11,49528.0,Miscellaneous,Custom case ( large orange one ) MIN 30 Pces (left 1 radio and 4 batt),category unknown
44975,2016-04-11,49535.0,ESR Small,Small Exercise Sports Roll,category unknown
44977,2016-04-11,49535.0,3M,Contact Adhesive,category unknown
44983,2016-04-12,49538.0,Meters,Meters Bells Beach Ocean,category unknown
44989,2016-04-12,49542.0,Cutting Fee,Cutting Fee,category unknown
44991,2016-04-12,49543.0,Miscellaneous,Recutting of Pieces,category unknown
44993,2016-04-12,49545.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
44995,2016-04-12,49546.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
44997,2016-04-13,49549.0,Miscellaneous,40mm strips ,category unknown
44999,2016-04-13,49551.0,Miscellaneous,"one 2"" DRrflow 137 x 44 ",category unknown
45006,2016-04-13,49554.0,ESR,Exercise Sports Roll,category unknown
45010,2016-04-13,49555.0,Miscellaneous,8 meters of Noosa Melon ,category unknown
45017,2016-04-14,49562.0,Miscellaneous,"1 @ 2280 x 1990 x 150mm, 1 @ 1800 x 475 x 150mm, 1 @ 1985 x 500 x 150mm (with cut out in the corner)   ",category unknown
45025,2016-04-15,49565.0,Backing Rods 25x35,25x35 mm  Backing rods,category unknown
45042,2016-04-15,49575.0,Miscellaneous,1 meter noosa shark for small ones x 2 ,category unknown
45043,2016-04-15,49575.0,Miscellaneous,1.5 meters of kona hibiscus ,category unknown
45044,2016-04-15,49575.0,Miscellaneous,1 meters kona cloud,category unknown
45047,2016-04-15,49575.0,Miscellaneous,2 x meter of bondi hibiscus ,category unknown
45052,2016-04-16,49579.0,Miscellaneous,Piece of 50mm Soundproofing,category unknown
45062,2016-04-18,49589.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45072,2016-04-19,49596.0,Cutting Fee,Cutting Fee,category unknown
45073,2016-04-19,49596.0,Miscellaneous,Miscellaneous,category unknown
45077,2016-04-19,49598.0,Miscellaneous,"one piece of 3"" High density shaped 3.5 x 59  SHAPED",category unknown
45083,2016-04-19,49601.0,Miscellaneous,Single Bed in a Beg,category unknown
45094,2016-04-20,49607.0,Miscellaneous,Miscellaneous,category unknown
45104,2016-04-20,49613.0,Miscellaneous,1 x PE 30 -25mm thick Charcoal Grey,category unknown
45105,2016-04-20,49613.0,Miscellaneous,3 x PE 30 - 25 mm thick black ,category unknown
45107,2016-04-20,49614.0,Miscellaneous,calico,category unknown
45117,2016-04-21,49617.0,Miscellaneous,Miscellaneous,category unknown
45121,2016-04-21,49619.0,Cutting Fee,Cutting Fee,category unknown
45122,2016-04-21,49619.0,Miscellaneous,Miscellaneous,category unknown
45126,2016-04-21,49622.0,IT - Large Blue Edges,100 cm Blue Edges,category unknown
45137,2016-04-21,49626.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45138,2016-04-21,49627.0,Miscellaneous,custom case,category unknown
45155,2016-04-23,49637.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45161,2016-04-23,49641.0,Miscellaneous,Cut to template,category unknown
45163,2016-04-23,49643.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45164,2016-04-23,49644.0,Miscellaneous,Custom Case ,category unknown
45165,2016-04-23,49645.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45167,2016-04-26,49621.0,Miscellaneous,475 x 570 x 75 mm indoor high density fiam ,category unknown
45170,2016-04-26,49621.0,Miscellaneous,7 meters of loom raisonm=,category unknown
45178,2016-04-26,49650.0,Miscellaneous,"2""Dryflow cut to 10 circles",category unknown
45180,2016-04-26,49651.0,Miscellaneous,sweing of 3 scatters ,category unknown
45185,2016-04-27,49657.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45188,2016-04-27,49658.0,Miscellaneous,Dixon Orchestra Cyprus 2.5m,category unknown
45192,2016-04-27,49661.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45202,2016-04-28,49664.0,Miscellaneous,2 pieces cut to 55*45*17.5cm ,category unknown
45206,2016-04-28,49666.0,Miscellaneous,one 30 meter roll of 25mm thick -,category unknown
45210,2016-04-28,49668.0,Scatter Cushion 45 x 45cm,SCATTERS X 1 65CM,category unknown
45211,2016-04-28,49668.0,Scatter Cushion 45 x 45cm,SCATTERS X 3 55CM,category unknown
45213,2016-04-28,49670.0,Miscellaneous,Custom case ,category unknown
45217,2016-04-28,49674.0,Miscellaneous,"1 x MD 2"" 72 x 98 ",category unknown
45220,2016-04-29,49677.0,Miscellaneous,8 x PE 45 12 mm  black ,category unknown
45221,2016-04-29,49677.0,Miscellaneous,6 x PE 45 25mm black ,category unknown
45222,2016-04-29,49677.0,Miscellaneous,4 x PE 45 50mm black ,category unknown
45223,2016-04-29,49678.0,Miscellaneous,2 meters of Slate 4684-000,category unknown
45224,2016-04-29,49679.0,Miscellaneous,4 meters of True Brown 6021-0000,category unknown
45228,2016-04-30,49683.0,Miscellaneous,Pick n Pull,category unknown
45230,2016-04-30,49685.0,Miscellaneous,2 meters pf galaxy elephant ,category unknown
45246,2016-05-02,49692.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45251,2016-05-02,49694.0,Miscellaneous,Repair and Reupholster Office Chairs,category unknown
45259,2016-05-03,49699.0,Meters,Meters  Galaxy Caviar,category unknown
45263,2016-05-03,49700.0,Meters,Meters Wortley Coastal Sand Dune,category unknown
45280,2016-05-04,49712.0,Miscellaneous,"3"" HR 50-320 ( 2 templates cut to shape - roughly 45*50 and 50*54) Quote by Joel.",category unknown
45289,2016-05-04,49714.0,Miscellaneous,Upholstry,category unknown
45293,2016-05-04,49717.0,Miscellaneous,"1 x 4"" High density - 2030 x 900 x 100mm",category unknown
45296,2016-05-04,49717.0,Miscellaneous,5 meters of bondi sunshine ,category unknown
45297,2016-05-04,49718.0,Miscellaneous,4 x 25 mm thick PE 60 in black ,category unknown
45298,2016-05-04,49718.0,Miscellaneous,1 x 12 mm thick PE 60 in black ,category unknown
45299,2016-05-04,49718.0,Miscellaneous,1 x25 mm thick in PE 30 in black ,category unknown
45300,2016-05-04,49718.0,Miscellaneous,1 x 50 mm thick in PE 60 in WHITE,category unknown
45301,2016-05-04,49718.0,Miscellaneous,1 x 25mm thick in PE 60 in WHITE,category unknown
45307,2016-05-05,49722.0,Miscellaneous,See Timothy Workbook book item 12 for details.,category unknown
45310,2016-05-05,49722.0,,,category unknown
45311,2016-05-05,49722.0,,,category unknown
45317,2016-05-05,49724.0,Miscellaneous,custom case,category unknown
45318,2016-05-05,49725.0,Miscellaneous,50 x 50 Scatter cushions in Bondi stone Incl Inserts,category unknown
45322,2016-05-05,49727.0,Miscellaneous,PE 60 25mm,category unknown
45323,2016-05-05,49727.0,Miscellaneous,Pe606mm,category unknown
45329,2016-05-05,49730.0,ESR,Exercise Sports Roll,category unknown
45341,2016-05-07,49739.0,Miscellaneous,"4""HD cut to shape size",category unknown
45342,2016-05-07,49740.0,MKS6 5yr,"5yr Guaranteed 6"" King Single",category unknown
45343,2016-05-07,49741.0,Miscellaneous,25mm Cut to Shape,category unknown
45347,2016-05-07,49744.0,Miscellaneous,HS 25mm,category unknown
45350,2016-05-07,49746.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45351,2016-05-09,49747.0,Miscellaneous,4 x custom cases,category unknown
45357,2016-05-09,49752.0,Miscellaneous,"2""Dryflow ",category unknown
45361,2016-05-10,49754.0,,,category unknown
45370,2016-05-10,49759.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
45381,2016-05-11,49766.0,Miscellaneous,Large Excercise,category unknown
45389,2016-05-11,49769.0,Miscellaneous,EVA skins,category unknown
45396,2016-05-12,49775.0,Miscellaneous,40mm HD cut 45*100,category unknown
45405,2016-05-13,49783.0,Miscellaneous,100x rollcage protectors ,category unknown
45419,2016-05-14,49792.0,Miscellaneous,Otterman,category unknown
45436,2016-05-17,49804.0,Miscellaneous,"258 x 74 x 6"" HD SHAPED to template",category unknown
45448,2016-05-17,49808.0,Miscellaneous,cutting fee,category unknown
45453,2016-05-17,49810.0,Miscellaneous,glue ,category unknown
45465,2016-05-18,49818.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45472,2016-05-20,49826.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45480,2016-05-20,49831.0,Miscellaneous,Offcut bags ,category unknown
45483,2016-05-20,49834.0,Miscellaneous,eva 75,category unknown
45486,2016-05-20,49836.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45490,2016-05-21,49838.0,Miscellaneous,call when comes in,category unknown
45500,2016-05-21,49843.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45501,2016-05-21,49843.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45503,2016-05-21,49844.0,Miscellaneous,Malacoota Turquoise 1mtr,category unknown
45504,2016-05-21,49844.0,Miscellaneous,Upholstry,category unknown
45509,2016-05-21,49846.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion in Mindell hibiscus,category unknown
45510,2016-05-21,49846.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion kona hibiscus,category unknown
45516,2016-05-23,49848.0,Miscellaneous,5 meters lomani ocean ,category unknown
45524,2016-05-23,49853.0,Webbing,Webbing (m),category unknown
45528,2016-05-23,49857.0,Miscellaneous,One 152 x 66 x 10cm indoor high density  One 92 x 66 x 10cm One 151 x 60 x 10cm ,category unknown
45533,2016-05-24,49861.0,,,category unknown
45535,2016-05-24,49861.0,Miscellaneous,"2"" Medium Density @ 73cm x 100 x 50",category unknown
45540,2016-05-24,49863.0,Meters,Meters Dickson Orchestra Linen Tweed U240 -120,category unknown
45551,2016-05-24,49869.0,Miscellaneous,3 scatter cushions 65 x 65 ,category unknown
45552,2016-05-24,49869.0,Miscellaneous,4 scatter cushions 45 x 45 ,category unknown
45553,2016-05-24,49869.0,Miscellaneous,3 inserts  for big ,category unknown
45554,2016-05-24,49869.0,Miscellaneous,4 inserts for small,category unknown
45555,2016-05-24,49869.0,Miscellaneous,"210 x 90 x 6"" MD",category unknown
45561,2016-05-24,49869.0,Miscellaneous,4 inserts for small,category unknown
45563,2016-05-24,49869.0,Miscellaneous,scatters,category unknown
45570,2016-05-25,49876.0,Miscellaneous,"1200 x 1040 x 2"" MD",category unknown
45572,2016-05-25,49878.0,Miscellaneous,25mm EVA 75 x 2,category unknown
45573,2016-05-25,49878.0,Miscellaneous,12mm EVA 75 x 2 ,category unknown
45574,2016-05-25,49878.0,Miscellaneous,6mm EVA 75 x 2,category unknown
45575,2016-05-25,49879.0,Miscellaneous,4 x PE 30 25 mm thick ,category unknown
45581,2016-05-26,49884.0,Invoice,Invoice equalization,category unknown
45587,2016-05-26,49886.0,Miscellaneous,8 x edges,category unknown
45588,2016-05-26,49886.0,Miscellaneous,4 corners,category unknown
45603,2016-05-27,49898.0,Miscellaneous,2 meters of Cargos Stellar,category unknown
45607,2016-05-27,49899.0,Miscellaneous,14 meters of Wortley ,category unknown
45611,2016-05-28,49903.0,Miscellaneous,"Acc 2"" 2 pieces",category unknown
45653,2016-06-01,49932.0,Miscellaneous,Online order #5241 (to collect from Surry),category unknown
45655,2016-06-01,49934.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45660,2016-06-01,49939.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45666,2016-06-02,49945.0,Miscellaneous,1 X PE 30 - 2400 X 1200 IN 40MM ,category unknown
45667,2016-06-02,49945.0,Miscellaneous,1 X PE 45 100 X 200 IN 50MM THICK ,category unknown
45671,2016-06-02,49948.0,Miscellaneous,2 custom cases ,category unknown
45675,2016-06-03,49954.0,Miscellaneous,styrene,category unknown
45681,2016-06-04,49957.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45682,2016-06-04,49958.0,Miscellaneous,"6 cushions cut to size in MD and HD 4""thick",category unknown
45692,2016-06-06,49965.0,Miscellaneous,"3""Dryflow 1 piece cut to 42*104 ",category unknown
45708,2016-06-07,49973.0,Miscellaneous,12 meters of Canvas 4633-0000 - linen,category unknown
45714,2016-06-08,49944.0,Miscellaneous,Vinyl 30mtrs Brazil nut pacifica,category unknown
45729,2016-06-09,49989.0,Miscellaneous,case for the cup,category unknown
45731,2016-06-09,49992.0,Miscellaneous,Custom case ,category unknown
45751,2016-06-14,50005.0,Miscellaneous,Bass Trap 15x15x 220 cut in half at 45degree angle,category unknown
45754,2016-06-14,50006.0,Miscellaneous,10 mm styrene,category unknown
45755,2016-06-14,50006.0,Miscellaneous,15mm Styrene,category unknown
45759,2016-06-14,50008.0,Miscellaneous,Habiscus Bells Beach ,category unknown
45773,2016-06-15,50013.0,Miscellaneous,25 meters of MAritime Lite Slate Black,category unknown
45774,2016-06-15,50016.0,Miscellaneous,"2 x 470 x  2140 x 4"" HD",category unknown
45780,2016-06-15,50020.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45787,2016-06-16,50024.0,Miscellaneous,3x 25mm PE EVA 75 Black - ,category unknown
45788,2016-06-16,50024.0,Miscellaneous,EVA 30 50mm Black -,category unknown
45799,2016-06-18,50033.0,Miscellaneous,Webbing,category unknown
45800,2016-06-18,50033.0,3M,Contact Adhesive,category unknown
45804,2016-06-18,50035.0,3M,Contact Adhesive,category unknown
45805,2016-06-20,50036.0,Miscellaneous,Baby Crib Cutout,category unknown
45810,2016-06-20,50039.0,Miscellaneous,Yoga Roller Large,category unknown
45811,2016-06-20,50039.0,Miscellaneous,Yoga Roller Small,category unknown
45812,2016-06-20,50039.0,Miscellaneous,Yoga Matt,category unknown
45822,2016-06-20,50046.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45829,2016-06-21,50050.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45831,2016-06-21,50051.0,Miscellaneous,Backing Rods 25 X 25 ,category unknown
45833,2016-06-21,50053.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45834,2016-06-21,50054.0,Miscellaneous,CustomCase,category unknown
45838,2016-06-21,50058.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
45840,2016-06-22,50059.0,Miscellaneous,5 x Scatter in Bondi Stone ,category unknown
45849,2016-06-23,50067.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
45851,2016-06-23,50069.0,Miscellaneous,Custom case for trophy (wait for case to come in),category unknown
45881,2016-06-24,50080.0,Miscellaneous,Cutting Fee,category unknown
45888,2016-06-24,50085.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45889,2016-06-24,50086.0,Miscellaneous,PE60 15mm,category unknown
45893,2016-06-25,50088.0,Miscellaneous,JOB FOR EXISTING BANQUETTES,category unknown
45894,2016-06-25,50088.0,Miscellaneous,Miscellaneous,category unknown
45899,2016-06-25,50089.0,Miscellaneous,Cushions @ 67 x 69,category unknown
45900,2016-06-25,50089.0,Miscellaneous,Cushions @ 56 x 69,category unknown
45901,2016-06-25,50089.0,Miscellaneous,Cushions @ 184 x 50 ,category unknown
45903,2016-06-25,50089.0,Miscellaneous,Miscellaneous,category unknown
45907,2016-06-25,50093.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45911,2016-06-25,50097.0,Miscellaneous,Bag offcut,category unknown
45915,2016-06-25,50099.0,Miscellaneous,Eva ,category unknown
45916,2016-06-27,50100.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45917,2016-06-27,50100.0,Miscellaneous, kagaya restaurant Shinbashi,category unknown
45935,2016-06-28,50112.0,3M,Contact Adhesive,category unknown
45937,2016-06-28,50113.0,Cutting Fee,Cutting Fee,category unknown
45941,2016-06-29,50115.0,Miscellaneous,Black vinyl 15mtrs Pacifica Standrd night sky,category unknown
45964,2016-06-30,50128.0,Miscellaneous,Discout 20%,category unknown
45976,2016-07-02,50139.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45978,2016-07-02,50140.0,Miscellaneous,Cutouts,category unknown
45979,2016-07-02,50141.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
45984,2016-07-02,50144.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
46021,2016-07-07,50168.0,Yoga Blocks,Yoga Block,category unknown
46026,2016-07-07,50171.0,Miscellaneous,Grip Underlay,category unknown
46030,2016-07-07,50174.0,YPurple,Purple Yoga Matt,category unknown
46054,2016-07-11,50193.0,Miscellaneous,"4""Dryflow 4 pieces cut to 91*84.5 ",category unknown
46058,2016-07-11,50195.0,Miscellaneous,Custom cases x 4,category unknown
46061,2016-07-11,50197.0,Miscellaneous,Yoga Block,category unknown
46064,2016-07-11,50199.0,Miscellaneous,20mm Styrene,category unknown
46065,2016-07-11,50199.0,Miscellaneous,15mm Styrene ,category unknown
46069,2016-07-12,50202.0,"4""HD"," 4""HD 128.5*75 ",category unknown
46074,2016-07-12,50204.0,3M,Contact Adhesive,category unknown
46082,2016-07-12,50209.0,Invoice,Invoice equalization,category unknown
46087,2016-07-13,50214.0,Miscellaneous,Cutting Fee,category unknown
46092,2016-07-13,50217.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
46114,2016-07-15,50234.0,Miscellaneous,Miscellaneous,category unknown
46117,2016-07-16,50238.0,Miscellaneous,"4""HD Rehabilitation Cushion",category unknown
46123,2016-07-16,50241.0,Miscellaneous,set of ties ,category unknown
46130,2016-07-16,50246.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
46133,2016-07-18,50248.0,Cutting Fee,Cutting Fee,category unknown
46142,2016-07-18,50252.0,Miscellaneous,Case,category unknown
46150,2016-07-18,50256.0,Miscellaneous,Cutout Case,category unknown
46153,2016-07-18,50258.0,ESR,Exercise Sports Roll,category unknown
46154,2016-07-18,50258.0,Yoga Blocks,Yoga Block,category unknown
46165,2016-07-19,50267.0,Miscellaneous,eva 30 6mm,category unknown
46167,2016-07-19,50268.0,Miscellaneous,has to be here by monday,category unknown
46180,2016-07-21,50274.0,3M,Contact Adhesive,category unknown
46191,2016-07-21,50280.0,Miscellaneous,Scatters x 6 inserts 66*52,category unknown
46195,2016-07-21,50280.0,Miscellaneous,Miscellaneous,category unknown
46196,2016-07-22,50282.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
46199,2016-07-22,50284.0,Yoga Mat,Yoga Mat,category unknown
46219,2016-07-23,50300.0,,,category unknown
46226,2016-07-25,50307.0,Miscellaneous,Case Cutout,category unknown
46232,2016-07-25,50309.0,Miscellaneous,Miscellaneous,category unknown
46237,2016-07-26,50315.0,OKSB,Budget King Single O'Lay,category unknown
46239,2016-07-26,50317.0,Miscellaneous,40 x 50 x 100 mm MD,category unknown
46240,2016-07-26,50317.0,Miscellaneous,53.5 x 60 x 75 mm HD,category unknown
46261,2016-07-27,50337.0,Miscellaneous,Miscellaneous,category unknown
46264,2016-07-27,50339.0,Miscellaneous,78*72 20cm high ,category unknown
46269,2016-07-28,50343.0,Miscellaneous,"4"" HD cut to the following shape as per template",category unknown
46272,2016-07-28,50343.0,Miscellaneous,5 meters vinyl Pacifica standard pearl l ,category unknown
46273,2016-07-28,50343.0,Miscellaneous,2 meters of vinyl piping =terra nova bartista neo,category unknown
46276,2016-07-28,50345.0,Miscellaneous,1 customcase,category unknown
46282,2016-07-28,50347.0,Miscellaneous,Miscellaneous,category unknown
46283,2016-07-29,50348.0,Miscellaneous,8 cases for folders,category unknown
46284,2016-07-29,50350.0,"4""HD","500*600 HD 4"" Thick",category unknown
46297,2016-07-29,50356.0,Miscellaneous,"3"" HD cut into the following -  1800 x 800,  1880 x 830,  1880 x 830,  1860 x 910 1730 x 690,  1800 x 800",category unknown
46304,2016-07-29,50357.0,3M,Contact Adhesive,category unknown
46311,2016-07-30,50362.0,Miscellaneous,Double Bed in a Bag ,category unknown
46317,2016-07-30,50366.0,MDFold - D,Large Bed in Bag 122*183*7.5,category unknown
46318,2016-07-30,50368.0,"1""MD","90*60 3""",category unknown
46325,2016-08-01,50373.0,Miscellaneous,"2""Dryflow 1 piece cut to 135*44 and 2 pieces cut to 37.5*42.5 (Z)",category unknown
46328,2016-08-01,50373.0,Miscellaneous,inserts for scatters 58*39,category unknown
46332,2016-08-01,50375.0,Miscellaneous,Cutting Fee,category unknown
